participant,task_id,task_type,task_style,facet,condition,question_index,time_ms,answer_multiple_choice_ms,find_supporting_answer_ms,score_answer_correct,score_verdict_correct,score_evidence_precision,score_evidence_recall,score_evidence_hop_exact_1,score_evidence_hop_exact_2,score_type_precision,score_type_recall,score_step_precision,score_step_recall,score_no_error_agreement,confidence,helpfulness,scroll_count,ctrl_f_count,text_select_count,click_count,mouse_move_px,website_click_count,panel_click_count
23,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,591881,577656,14225,,true,,,,,,0,,0,false,very,very,2,0,0,15,21831,4,11
1,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,0,154044,145663,8381,,false,,,,,,0,,0,false,very,very,19,0,1,31,57601,18,13
24,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,2,67880,43329,24551,,false,,,,,0,0,,0,true,very,very,0,0,1,19,14703,4,15
2,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,0,147323,140906,6417,,false,,,,,,0,,0,false,somewhat,somewhat,9,0,0,14,16551,2,12
18,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,0,111503,36818,74685,,false,,,,,1,1,1,1,true,notsure,somewhat,23,1,1,18,13707,4,14
22,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,122474,117135,5339,,true,,,,,,0,,0,false,very,very,13,0,0,14,12771,3,11
3,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,195291,184775,10516,,true,,,,,,0,,0,false,somewhat,very,10,0,5,30,30188,8,22
26,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,0,212976,80800,132176,,true,,,,,0,0,,0,true,notsure,somewhat,14,0,5,63,40487,42,21
27,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,1,51236,48274,2962,,true,,,,,,0,,0,false,very,very,2,0,1,15,13178,2,13
4,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,253504,87974,165530,,true,,,,,0,0,,0,true,very,notmuch,18,0,1,40,41277,6,34
6,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,24581,8834,15747,,true,,,,,,0,,0,false,somewhat,very,2,0,0,11,3747,0,11
5,gv2-ed05a7b6-kk24zp,guide,guide_text,Guide × Text,nongrounding,1,192733,169278,23455,,true,,,,,1,0.5,1,0.25,true,very,somewhat,27,0,2,42,20785,29,13
29,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,nongrounding,0,123837,119175,4662,,false,,,,,,0,,0,false,somewhat,notmuch,17,0,1,16,9542,4,12
29,gv2-ed05a7b6-kk24zp,guide,guide_text,Guide × Text,grounding,1,91899,89436,2463,,true,,,,,,0,,0,false,very,very,5,0,0,11,15603,0,11
13,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,0,95801,90304,5497,,false,,,,,,0,,0,false,somewhat,very,9,0,0,20,24572,6,14
30,gv2-ed05a7b6-kk24zp,guide,guide_text,Guide × Text,nongrounding,0,263299,207050,56249,,false,,,,,1,0.5,0,0,true,very,somewhat,24,0,1,32,30988,10,22
30,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,grounding,1,309337,211554,97783,,true,,,,,1,1,1,0.666667,true,very,very,11,0,0,36,27032,16,20
31,gv2-ed05a7b6-kk24zp,guide,guide_text,Guide × Text,grounding,0,344331,268850,75481,,true,,,,,,0,,0,false,very,somewhat,0,0,0,15,2206,0,15
31,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,nongrounding,1,23746,21150,2596,,false,,,,,,0,,0,false,notsure,somewhat,0,0,0,15,1671,0,15
6,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,8505,3856,4649,,false,,,,,,0,,0,false,somewhat,very,2,0,0,13,4234,0,13
32,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,grounding,0,129891,95500,34391,,true,,,,,1,0.5,1,0.333333,true,somewhat,somewhat,24,0,0,14,22368,2,12
32,gv2-ed05a7b6-kk24zp,guide,guide_text,Guide × Text,nongrounding,1,435467,427818,7649,,true,,,,,,0,,0,false,somewhat,notmuch,32,0,0,21,21265,6,15
14,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,grounding,0,386336,383022,3314,,false,,,,,,0,,0,false,somewhat,somewhat,33,0,0,57,66805,36,21
7,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,0,146370,103790,42580,,false,,,,,0,0,,0,true,notsure,notatall,13,0,1,18,21164,3,15
33,gv2-ed05a7b6-kk24zp,guide,guide_text,Guide × Text,grounding,0,309523,44153,265370,,true,,,,,,0,,0,false,very,very,13,0,0,18,35051,8,10
33,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,nongrounding,1,30556,22490,8066,,true,,,,,,0,,0,false,guessed,very,9,0,0,20,10665,1,19
34,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,205224,119537,85687,,false,,,,,,0,,0,false,notsure,somewhat,23,0,2,35,39854,17,18
36,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,111469,83920,27549,,true,,,,,1,1,1,0.2,true,somewhat,very,6,0,0,13,7256,0,13
37,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,grounding,0,153466,96347,57119,,false,,,,,,0,,0,false,guessed,somewhat,29,0,0,12,15140,1,11
37,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,nongrounding,1,98571,81203,17368,,false,,,,,0,0,,0,true,very,very,23,0,2,29,22205,9,20
39,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,nongrounding,0,100514,69399,31115,,true,,,,,,0,,0,false,somewhat,somewhat,15,0,28,75,19245,64,11
38,gv2-ed05a7b6-kk24zp,guide,guide_text,Guide × Text,nongrounding,0,78544,24364,54180,,true,,,,,1,0.5,1,0.25,true,somewhat,very,19,0,0,14,9205,0,14
38,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,grounding,1,36539,28868,7671,,true,,,,,1,0.5,0,0,true,somewhat,very,9,0,0,12,6175,0,12
15,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,203252,160012,43240,,true,,,,,1,1,1,1,true,somewhat,notmuch,0,0,0,24,4151,4,20
8,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,grounding,0,37122,28891,8231,,false,,,,,,0,,0,false,somewhat,very,10,0,1,16,4187,0,16
16,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,grounding,1,59702,57887,1815,,false,,,,,,0,,0,false,very,very,11,0,0,20,20808,9,11
34,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,20421,7103,13318,,true,,,,,0,0,,0,true,notsure,notmuch,10,0,0,14,5223,0,14
39,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,1,64429,56615,7814,,false,,,,,,0,,0,false,somewhat,very,16,0,7,25,12844,4,21
43,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,206309,6364,199945,,true,,,,,0.333333,1,1,1,true,guessed,notatall,36,0,1,45,23561,5,40
43,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,64880,54454,10426,,false,,,,,0,0,,0,true,guessed,notmuch,14,0,1,18,7293,5,13
44,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,grounding,0,74983,53862,21121,,true,,,,,0,0,,0,true,somewhat,somewhat,2,0,1,17,25351,4,13
45,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,234923,115834,119089,,true,,,,,1,1,1,1,true,very,very,13,0,1,43,67136,7,36
44,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,nongrounding,1,141157,46158,94999,,false,,,,,1,1,0.4,0.5,true,somewhat,notmuch,16,0,0,32,26438,4,28
46,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,nongrounding,0,101915,67299,34616,,true,,,,,1,1,1,0.4,true,somewhat,somewhat,4,0,0,13,9616,0,13
46,gv2-ed35d549-ct71ub,guide,guide_text,Guide × Text,grounding,1,52483,42140,10343,,true,,,,,0,0,,0,true,somewhat,somewhat,12,0,0,13,7459,0,13
47,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,75627,67043,8584,,true,,,,,,0,,0,false,very,very,15,0,0,13,24742,2,11
45,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,84347,48775,35572,,true,,,,,0,0,,0,true,very,very,6,0,1,18,23493,2,16
47,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,21310,18994,2316,,false,,,,,,0,,0,false,very,very,13,0,0,11,5701,1,10
9,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,1,162179,137531,24648,,true,,,,,1,1,1,1,true,somewhat,somewhat,5,0,2,36,31230,20,16
48,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,0,241192,190641,50551,,true,,,,,1,1,0.5,1,true,very,somewhat,30,0,0,41,67232,24,17
48,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,nongrounding,1,81169,71286,9883,,true,,,,,,0,,0,false,somewhat,somewhat,26,0,0,26,22237,10,16
49,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,nongrounding,0,130456,69529,60927,,false,,,,,,0,,0,false,somewhat,notmuch,25,0,0,30,19472,8,22
49,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,grounding,1,92791,89774,3017,,true,,,,,,0,,0,false,somewhat,somewhat,13,0,0,20,16297,7,13
52,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,grounding,0,169042,116626,52416,,false,,,,,0,0,,0,true,somewhat,very,21,0,0,22,24299,2,20
52,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,nongrounding,1,165065,90333,74732,,false,,,,,0.5,1,1,0.6,true,very,somewhat,36,0,7,53,19975,24,29
53,gv2-ed05972e-i5fi3b,guide,guide_text,Guide × Text,nongrounding,1,122102,87789,34313,,true,,,,,,0,,0,false,very,somewhat,14,0,0,15,10614,0,15
50,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,0,85138,79620,5518,,false,,,,,,0,,0,false,somewhat,very,0,0,0,22,2515,3,19
50,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,1,112349,85168,27181,,false,,,,,0,0,,0,true,very,very,0,0,0,18,2922,3,15
54,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,grounding,0,38319,24507,13812,,true,,,,,,0,,0,false,somewhat,very,5,0,0,11,8950,0,11
53,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,grounding,0,97246,47393,49853,,false,,,,,,0,,0,false,very,very,17,0,0,11,10632,0,11
55,gv2-ms9hwloh-15fuvy,guide,guide_text,Guide × Text,nongrounding,0,70824,61246,9578,,true,,,,,,0,,0,false,somewhat,somewhat,18,0,0,19,25486,7,12
54,gv2-ms9j3200-u0i9nm,guide,guide_text,Guide × Text,nongrounding,1,31339,28003,3336,,false,,,,,,0,,0,false,notsure,notmuch,13,0,0,15,10522,2,13
1,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,3,76998,13966,63032,,true,,,,,1,0.5,0.8,0.571429,true,somewhat,somewhat,15,0,0,18,14445,0,18
6,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,2,9606,7565,2041,,true,,,,,,0,,0,false,somewhat,very,1,0,1,12,4089,1,11
2,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,3,98059,69617,28442,,true,,,,,1,0.5,0,0,true,somewhat,somewhat,12,0,0,21,21166,6,15
11,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,grounding,1,105173,39818,65355,,true,,,,,1,0.5,1,0.142857,true,somewhat,somewhat,11,0,0,16,18643,1,15
12,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,grounding,1,11260,7692,3568,,false,,,,,,0,,0,false,very,very,0,0,0,13,1271,0,13
11,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,3,36685,15355,21330,,true,,,,,1,1,0,0,true,very,very,7,0,0,17,8066,1,16
19,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,3,95559,84208,11351,,true,,,,,0,0,,0,true,very,very,15,0,0,16,15991,3,13
17,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,grounding,1,18582,14931,3651,,true,,,,,,0,,0,false,very,very,0,0,0,13,2098,0,13
10,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,1,236685,145586,91099,,true,,,,,1,1,0.642857,1,true,somewhat,somewhat,20,0,2,73,38537,33,40
22,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,135091,116356,18735,,true,,,,,1,0.5,0,0,true,very,somewhat,16,0,0,20,17591,7,13
23,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,1,897410,894570,2840,,true,,,,,,0,,0,false,very,very,1,0,0,12,6442,0,12
12,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,3,54588,26947,27641,,true,,,,,1,1,1,0.2,true,very,very,0,0,0,14,3082,2,12
1,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,1,175494,45779,129715,,true,,,,,1,1,1,1,true,somewhat,somewhat,26,0,0,36,32505,0,36
24,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,nongrounding,3,72822,52168,20654,,true,,,,,1,1,1,0.428571,true,very,very,0,0,2,20,13638,0,20
2,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,1,429595,356189,73406,,true,,,,,1,1,1,0.428571,true,somewhat,somewhat,13,0,0,19,21104,3,16
18,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,3,19796,13362,6434,,true,,,,,1,0.5,0,0,true,somewhat,somewhat,9,0,0,14,4589,0,14
23,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,11636,9229,2407,,true,,,,,,0,,0,false,somewhat,somewhat,3,0,0,11,11375,0,11
10,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,145797,111999,33798,,false,,,,,1,0.5,1,0.5,true,notsure,notmuch,18,0,2,34,36002,5,29
24,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,grounding,1,263173,75288,187885,,true,,,,,,0,,0,false,very,very,0,0,1,20,43489,4,16
18,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,1,34181,23514,10667,,true,,,,,0,0,,0,true,somewhat,somewhat,12,0,0,23,7126,0,23
22,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,1,222225,174329,47896,,true,,,,,1,1,0.666667,0.222222,true,somewhat,very,20,0,0,27,28565,14,13
21,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,grounding,2,6582,2960,3622,,true,,,,,1,0.5,0,0,true,notsure,somewhat,4,0,0,14,3977,0,14
21,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,nongrounding,3,6471,2966,3505,,false,,,,,0,0,,0,true,somewhat,somewhat,4,0,0,18,3354,0,18
3,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,2,112060,70091,41969,,true,,,,,1,1,0.666667,0.666667,true,somewhat,somewhat,10,0,0,27,15692,3,24
3,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,36076,20791,15285,,true,,,,,,0,,0,false,somewhat,somewhat,6,0,0,15,7267,1,14
4,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,116966,110854,6112,,true,,,,,,0,,0,false,notsure,somewhat,10,0,1,20,19975,8,12
26,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,153912,135813,18099,,true,,,,,1,1,1,0.428571,true,very,very,13,0,5,53,24705,37,16
26,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,3,50260,31846,18414,,true,,,,,1,0.5,1,0.428571,true,somewhat,somewhat,15,0,5,35,14823,15,20
27,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,3,128347,70574,57773,,true,,,,,1,1,0.7,0.777778,true,somewhat,somewhat,10,0,0,22,30899,0,22
28,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,2,503563,400233,103330,,true,,,,,0.5,1,0.571429,0.8,true,somewhat,somewhat,29,0,5,69,27997,17,52
28,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,grounding,3,175340,79488,95852,,true,,,,,1,0.5,0.428571,0.428571,true,somewhat,somewhat,16,0,0,45,12263,4,41
27,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,2,69915,66371,3544,,true,,,,,,0,,0,false,somewhat,notmuch,6,0,0,17,10622,4,13
4,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,2,41429,39433,1996,,true,,,,,,0,,0,false,very,very,7,0,0,19,15004,6,13
5,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,301134,264112,37022,,true,,,,,1,1,1,0.571429,true,somewhat,notmuch,19,0,1,31,30659,5,26
5,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,3,236653,162646,74007,,true,,,,,1,0.5,0.4,0.571429,true,very,notmuch,22,0,0,30,21913,6,24
29,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,2,79949,72206,7743,,true,,,,,1,1,0,0,true,somewhat,notmuch,21,0,1,17,8177,0,17
29,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,grounding,3,76426,52905,23521,,true,,,,,1,0.5,0.2,0.285714,true,very,somewhat,16,0,0,25,13745,0,25
13,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,2,79912,75697,4215,,true,,,,,,0,,0,false,somewhat,somewhat,9,0,0,13,13303,2,11
13,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,3,74879,72760,2119,,true,,,,,,0,,0,false,somewhat,somewhat,9,0,0,13,17053,2,11
30,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,2,236434,74335,162099,,true,,,,,1,0.5,0.833333,0.714286,true,somewhat,notmuch,10,0,0,36,19414,4,32
30,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,3,298628,239728,58900,,true,,,,,1,1,1,0.857143,true,somewhat,very,11,0,0,32,27864,11,21
31,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,grounding,2,49969,21189,28780,,true,,,,,1,0.5,0.75,0.428571,true,somewhat,somewhat,0,0,0,22,2863,0,22
31,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,3,35638,19129,16509,,true,,,,,0,0,,0,true,somewhat,notmuch,0,0,0,17,1857,1,16
6,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,11098,8471,2627,,true,,,,,,0,,0,false,somewhat,very,2,0,1,13,5175,0,13
32,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,132874,105498,27376,,true,,,,,1,1,0,0,true,somewhat,somewhat,23,0,0,23,23246,7,16
32,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,3,84009,43665,40344,,true,,,,,1,0.5,1,0.714286,true,very,notatall,22,0,3,29,15319,1,28
14,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,2,89472,84721,4751,,true,,,,,,0,,0,false,very,very,17,0,1,24,11730,6,18
14,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,3,27210,25059,2151,,true,,,,,,0,,0,false,very,very,9,0,1,17,6003,3,14
7,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,grounding,2,47653,44110,3543,,true,,,,,,0,,0,false,somewhat,notmuch,4,0,0,16,8288,3,13
7,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,nongrounding,3,39772,36355,3417,,true,,,,,,0,,0,false,notsure,notmuch,13,0,0,34,13136,20,14
37,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,2,135993,116181,19812,,true,,,,,,0,,0,false,very,very,25,0,8,56,23796,11,45
37,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,3,65848,58122,7726,,true,,,,,,0,,0,false,notsure,notatall,15,0,3,38,14490,18,20
38,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,2,70105,36077,34028,,true,,,,,1,0.5,0,0,true,very,somewhat,25,0,0,18,10233,2,16
38,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,3,44830,27649,17181,,false,,,,,0,0,,0,true,very,very,10,0,0,13,6538,0,13
15,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,2,279423,226628,52795,,true,,,,,,0,,0,false,somewhat,very,0,0,0,26,6324,6,20
15,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,400962,346257,54705,,false,,,,,1,0.5,0,0,true,somewhat,somewhat,0,0,0,30,6024,12,18
8,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,2,66833,43407,23426,,true,,,,,1,1,1,0.2,true,somewhat,somewhat,14,0,0,14,3640,0,14
8,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,3,42504,26267,16237,,false,,,,,1,1,0.666667,0.222222,true,somewhat,very,13,0,0,18,4580,0,18
16,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,2,59535,56097,3438,,true,,,,,,0,,0,false,very,very,9,0,0,24,21931,11,13
16,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,3,171696,159200,12496,,true,,,,,1,1,0,0,true,somewhat,somewhat,29,0,3,39,46696,22,17
34,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,2,52288,48075,4213,,true,,,,,,0,,0,false,notsure,notmuch,12,0,0,11,8633,1,10
34,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,5384,2564,2820,,true,,,,,,0,,0,false,guessed,notatall,4,0,0,10,2317,0,10
39,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,nongrounding,2,65203,43514,21689,,true,,,,,1,1,1,0.428571,true,somewhat,very,18,0,11,52,11600,30,22
39,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,grounding,3,187237,183813,3424,,true,,,,,,0,,0,false,somewhat,somewhat,12,0,3,28,21517,12,16
43,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,86612,62703,23909,,true,,,,,0,0,,0,true,guessed,notatall,16,0,0,16,10663,0,16
43,gv2-msf1pyqv-omt0hz,guide,guide_visual,Guide × Visual,nongrounding,3,42489,20214,22275,,true,,,,,1,0.5,0,0,true,very,very,14,0,0,18,9074,0,18
44,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,2,61978,38745,23233,,true,,,,,0,0,,0,true,guessed,notatall,9,0,1,17,15088,3,14
44,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,3,68063,25572,42491,,true,,,,,,0,,0,false,very,very,8,0,0,25,14748,2,23
46,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,2,58253,34597,23656,,false,,,,,1,0.5,1,0.166667,true,somewhat,very,8,0,0,20,9191,0,20
46,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,3,96986,74514,22472,,true,,,,,1,1,0.4,0.222222,true,somewhat,notmuch,10,0,0,20,13559,1,19
45,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,grounding,2,53574,27318,26256,,true,,,,,1,0.5,1,0.5,true,very,very,3,0,1,16,21780,1,15
45,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,nongrounding,3,88770,36851,51919,,true,,,,,1,1,1,1,true,somewhat,somewhat,7,0,1,24,28542,2,22
47,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,9494,7394,2100,,false,,,,,,0,,0,false,very,very,6,0,0,10,4218,0,10
47,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,3,3845,2041,1804,,false,,,,,,0,,0,false,very,very,7,0,0,12,2327,0,12
9,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,2,76432,73797,2635,,true,,,,,,0,,0,false,very,very,7,0,1,19,10100,8,11
9,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,3,130760,104389,26371,,true,,,,,0,0,,0,true,somewhat,very,7,0,3,41,26254,16,25
48,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,62934,38006,24928,,true,,,,,1,1,1,0.428571,true,very,very,24,0,0,19,16835,1,18
48,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,3,100329,38273,62056,,true,,,,,1,1,0,0,true,very,very,40,0,0,27,25297,5,22
50,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,2,91836,83058,8778,,true,,,,,,0,,0,false,very,very,0,0,0,22,2251,5,17
49,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,nongrounding,2,35559,33934,1625,,true,,,,,,0,,0,false,somewhat,notmuch,10,0,0,15,7466,3,12
49,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,3,100714,86760,13954,,true,,,,,1,1,1,0.2,true,somewhat,somewhat,16,0,0,23,18638,5,18
52,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,156461,94310,62151,,true,,,,,1,1,1,0.857143,true,somewhat,somewhat,31,0,0,27,23090,4,23
52,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,3,437207,199813,237394,,true,,,,,0.5,1,0.625,1,true,somewhat,notmuch,39,0,0,33,32229,7,26
50,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,grounding,3,89388,74405,14983,,true,,,,,,0,,0,false,very,very,0,0,0,31,5738,5,26
53,gv2-msf0i7ll-hffde9,guide,guide_visual,Guide × Visual,grounding,2,156821,96062,60759,,true,,,,,1,1,0.692308,1,true,very,very,22,0,0,25,11674,0,25
53,gv2-msf0vpxs-qucehj,guide,guide_visual,Guide × Visual,nongrounding,3,50566,30306,20260,,true,,,,,1,0.5,0.6,0.5,true,very,very,8,0,0,17,6463,0,17
54,gv2-msf1kfhv-o9o8n8,guide,guide_visual,Guide × Visual,grounding,2,62305,47932,14373,,true,,,,,1,1,1,0.428571,true,somewhat,very,18,0,0,14,15986,0,14
54,gv2-msf28nd3-gig8aj,guide,guide_visual,Guide × Visual,nongrounding,3,42596,39811,2785,,false,,,,,,0,,0,false,notsure,notmuch,12,0,0,14,11341,3,11
